00:00:00,0,0,0,0.015592
00:01:00,0,0,0,0.010395
00:02:00,0,0,0,0.005197
00:03:00,0,0,0,0.009002
00:04:00,0,0,0,0.017238
00:05:00,0,0,0,0.013751
00:06:00,0,0,0,0.010395
00:07:00,0,0,0,0.013751
00:08:00,0,0,0,0.017238
00:09:00,0,0,0,0.016436
00:10:00,0,0,0,0.012731
00:11:00,0,0,0,0.011622
00:12:00,0,0,0,0.013751
00:13:00,0,0,0,0.0147
00:14:00,0,0,0,0.015592
00:15:00,0,0,0,0.010395
00:16:00,0,0,0,0.015592
00:17:00,0,0,0,0.013751
00:18:00,0,0,0,0.013751
00:19:00,0,0,0,0.011622
00:20:00,0,0,0,0.012731
00:21:00,0,0,0,0.011622
00:22:00,0,0,0,0.0147
00:23:00,0,0,0,0.011622
00:24:00,0,0,0,0.013751
00:25:00,0,0,0,0.011622
00:26:00,0,0,0,0.010395
00:27:00,0,0,0,0.012731
00:28:00,0,0,0,0.015592
00:29:00,0,0,0,0.015592
00:30:00,0,0,0,0.017238
00:31:00,0,0,0,0.010395
00:32:00,0,0,0,0.017238
00:33:00,0,0,0,0.013751
00:34:00,0,0,0,0.0147
00:35:00,0,0,0,0.013751
00:36:00,0,0,0,0.012731
00:37:00,0,0,0,0.010395
00:38:00,0,0,0,0.016436
00:39:00,0,0,0,0.0147
00:40:00,0,0,0,0.0147
00:41:00,0,0,0,0.009002
00:42:00,0,0,0,0.013751
00:43:00,0,0,0,0.0147
00:44:00,0,0,0,0.013751
00:45:00,0,0,0,0.016436
00:46:00,0,0,0,0.018004
00:47:00,0,0,0,0.016436
00:48:00,0,0,0,0.011622
00:49:00,0,0,0,0.0147
00:50:00,0,0,0,0.013751
00:51:00,0,0,0,0.010395
00:52:00,0,0,0,0.010395
00:53:00,0,0,0,0.009002
00:54:00,0,0,0,0.015592
00:55:00,0,0,0,0.011622
00:56:00,0,0,0,0.017238
00:57:00,0,0,0,0.015592
00:58:00,0,0,0,0.012731
00:59:00,0,0,0,0.015592
01:00:00,0,0,0,0.013751
01:01:00,0,0,0,0.0147
01:02:00,0,0,0,0.009002
01:03:00,0,0,0,0.013751
01:04:00,0,0,0,0.011622
01:05:00,0,0,0,0.013751
01:06:00,0,0,0,0.0147
01:07:00,0,0,0,0.012731
01:08:00,0,0,0,0.012731
01:09:00,0,0,0,0.013751
01:10:00,0,0,0,0.010395
01:11:00,0,0,0,0.0147
01:12:00,0,0,0,0.017238
01:13:00,0,0,0,0.012731
01:14:00,0,0,0,0.010395
01:15:00,0,0,0,0.012731
01:16:00,0,0,0,0.013751
01:17:00,0,0,0,0.011622
01:18:00,0,0,0,0.013751
01:19:00,0,0,0,0.0147
01:20:00,0,0,0,0.0147
01:21:00,0,0,0,0.011622
01:22:00,0,0,0,0.005197
